No,No KK,NIK,Nama Lengkap,Hubungan Keluarga,Jenis Kelamin,Tempat Lahir,Tanggal Lahir,Umur (Tahun),Agama,Status Perkawinan,Partisipasi Sekolah,Pendidikan Tertinggi,Kegiatan Utama,Lapangan Pekerjaan,Estimasi Pendapatan Bulanan (Rp),Jaminan Kesehatan,Disabilitas,Provinsi,Kabupaten/Kota,Kecamatan,Kelurahan/Desa,Alamat Domisili,Status Kepemilikan Bangunan,Luas Lantai (m2),Sumber Air Minum,Daya Listrik,Fasilitas Sanitasi
116,3273010106241035,3273013101230046,Hadi Hidayat,Anak,Laki-laki,Bandung,31/01/2023,1,Islam,Belum Kawin,Belum Pernah Sekolah,Tidak / Belum Sekolah,Tidak Bekerja,Belum / Tidak Bekerja,0,BPJS PBI (Bantuan Pemerintah),Tidak,Jawa Barat,Kota Bandung,Coblong,Dago,"Jl. Melati No. 18, RT 014/RW 006",Milik Sendiri,150,PAM / Ledeng,PLN 1300 VA,Jamban Sendiri
117,3273010106241036,3273010812930006,Rian Sinaga,Kepala Keluarga,Laki-laki,Bandung,08/12/1993,30,Hindu,Kawin,Tidak Bersekolah Lagi,SMP / Sederajat,Bekerja,Karyawan Swasta,7450000,BPJS Non-PBI / Mandiri,Tidak,Jawa Barat,Kota Bandung,Coblong,Dago,"Jl. Mawar No. 68, RT 009/RW 006",Milik Sendiri,200,PAM / Ledeng,PLN 900 VA,Jamban Sendiri
118,3273010106241036,3273014908970090,Wati Wibowo,Istri,Perempuan,Bandung,09/08/1997,26,Hindu,Kawin,Tidak Bersekolah Lagi,SMA / SMK / MA,Mengurus Rumah Tangga,Mengurus Rumah Tangga,0,BPJS Non-PBI / Mandiri,Tidak,Jawa Barat,Kota Bandung,Coblong,Dago,"Jl. Mawar No. 68, RT 009/RW 006",Milik Sendiri,200,PAM / Ledeng,PLN 900 VA,Jamban Sendiri
119,7371010106241037,7371010805760016,Bambang Kusuma,Kepala Keluarga,Laki-laki,Makassar,08/05/1976,48,Islam,Cerai Hidup,Tidak Bersekolah Lagi,Diploma (D1-D3),Bekerja,Karyawan Swasta,11200000,Asuransi Swasta,Tidak,Sulawesi Selatan,Kota Makassar,Panakkukang,Pannampu,"Jl. Sudirman No. 6, RT 001/RW 005",Sewa / Kontrak,36,PAM / Ledeng,PLN 900 VA,Jamban Sendiri
120,5171010106241038,5171011712920094,Untung Utomo,Kepala Keluarga,Laki-laki,Denpasar,17/12/1992,31,Khonghucu,Kawin,Tidak Bersekolah Lagi,Sarjana (S1/D4),Bekerja,Karyawan Swasta,11800000,Tidak Memiliki,Tidak,Bali,Kota Denpasar,Denpasar Selatan,Sanur Kaja,"Jl. Kenanga No. 89, RT 006/RW 003",Milik Sendiri,200,PAM / Ledeng,PLN 900 VA,Jamban Sendiri
121,5171010106241038,5171015710930008,Widya Purnomo,Istri,Perempuan,Denpasar,17/10/1993,30,Khonghucu,Kawin,Tidak Bersekolah Lagi,SD / Sederajat,Bekerja,Karyawan Swasta,7200000,BPJS PBI (Bantuan Pemerintah),Tidak,Bali,Kota Denpasar,Denpasar Selatan,Sanur Kaja,"Jl. Kenanga No. 89, RT 006/RW 003",Milik Sendiri,200,PAM / Ledeng,PLN 900 VA,Jamban Sendiri
122,5171010106241038,5171015710170078,Dewi Utomo,Anak,Perempuan,Denpasar,17/10/2017,6,Khonghucu,Belum Kawin,Masih Sekolah,PAUD / TK,Tidak Bekerja,Belum / Tidak Bekerja,0,BPJS PBI (Bantuan Pemerintah),Tidak,Bali,Kota Denpasar,Denpasar Selatan,Sanur Kaja,"Jl. Kenanga No. 89, RT 006/RW 003",Milik Sendiri,200,PAM / Ledeng,PLN 900 VA,Jamban Sendiri
123,3201010106241039,3201011101570026,Rian Wibowo,Kepala Keluarga,Laki-laki,Bogor,11/01/1957,67,Islam,Kawin,Tidak Bersekolah Lagi,SD / Sederajat,Bekerja,Wiraswasta / Pedagang,2200000,BPJS PBI (Bantuan Pemerintah),Tidak,Jawa Barat,Kab. Bogor,Cibinong,Pabuaran,"Jl. Gatot Subroto No. 47, RT 002/RW 004",Milik Sendiri,36,Sumur Bor / Pompa,PLN 2200 VA+,Jamban Sendiri
124,3201010106241039,3201016005610012,Hesti Subagyo,Istri,Perempuan,Bogor,20/05/1961,63,Islam,Kawin,Tidak Bersekolah Lagi,Diploma (D1-D3),Bekerja,Karyawan BUMN,10350000,BPJS Non-PBI / Mandiri,Tidak,Jawa Barat,Kab. Bogor,Cibinong,Pabuaran,"Jl. Gatot Subroto No. 47, RT 002/RW 004",Milik Sendiri,36,Sumur Bor / Pompa,PLN 2200 VA+,Jamban Sendiri
125,3201010106241039,3201012001150038,Jamal Wibowo,Anak,Laki-laki,Bogor,20/01/2015,9,Islam,Belum Kawin,Masih Sekolah,SD / Sederajat,Tidak Bekerja,Belum / Tidak Bekerja,0,Asuransi Swasta,Tidak,Jawa Barat,Kab. Bogor,Cibinong,Pabuaran,"Jl. Gatot Subroto No. 47, RT 002/RW 004",Milik Sendiri,36,Sumur Bor / Pompa,PLN 2200 VA+,Jamban Sendiri
126,3201010106241039,3201010701040092,Wayan Wibowo,Anak,Laki-laki,Bogor,07/01/2004,20,Islam,Belum Kawin,Masih Sekolah,Sarjana (S1/D4),Sekolah,Pelajar / Mahasiswa,0,BPJS Non-PBI / Mandiri,Tidak,Jawa Barat,Kab. Bogor,Cibinong,Pabuaran,"Jl. Gatot Subroto No. 47, RT 002/RW 004",Milik Sendiri,36,Sumur Bor / Pompa,PLN 2200 VA+,Jamban Sendiri
127,3273010106241040,3273013009520060,Nyoman Hidayat,Kepala Keluarga,Laki-laki,Bandung,30/09/1952,71,Islam,Kawin,Tidak Bersekolah Lagi,SMA / SMK / MA,Pensiunan / Tidak Bekerja,Pensiunan,1500000,BPJS PBI (Bantuan Pemerintah),Tidak,Jawa Barat,Kota Bandung,Coblong,Dago,"Jl. Sudirman No. 102, RT 004/RW 003",Milik Sendiri,90,PAM / Ledeng,PLN 1300 VA,Jamban Sendiri
128,3273010106241040,3273014511510065,Tari Saputra,Istri,Perempuan,Bandung,05/11/1951,72,Islam,Kawin,Tidak Bersekolah Lagi,Sarjana (S1/D4),Mengurus Rumah Tangga,Mengurus Rumah Tangga,0,BPJS PBI (Bantuan Pemerintah),Tidak,Jawa Barat,Kota Bandung,Coblong,Dago,"Jl. Sudirman No. 102, RT 004/RW 003",Milik Sendiri,90,PAM / Ledeng,PLN 1300 VA,Jamban Sendiri
129,3273010106241040,3273016604030022,Eka Hidayat,Anak,Perempuan,Bandung,26/04/2003,21,Islam,Belum Kawin,Tidak Bersekolah Lagi,SMA / SMK / MA,Bekerja,Pengemudi Ojek Online / Transportasi,3450000,Asuransi Swasta,Tidak,Jawa Barat,Kota Bandung,Coblong,Dago,"Jl. Sudirman No. 102, RT 004/RW 003",Milik Sendiri,90,PAM / Ledeng,PLN 1300 VA,Jamban Sendiri
130,3578010106241041,3578011212590032,Ilham Setiawan,Kepala Keluarga,Laki-laki,Surabaya,12/12/1959,64,Islam,Kawin,Tidak Bersekolah Lagi,Diploma (D1-D3),Bekerja,Petani / Pekebun,2400000,BPJS Non-PBI / Mandiri,Tidak,Jawa Timur,Kota Surabaya,Gubeng,Airlangga,"Jl. Diponegoro No. 26, RT 014/RW 002",Milik Sendiri,200,Sumur Bor / Pompa,PLN 1300 VA,Jamban Sendiri
131,3578010106241041,3578015905650021,Sri Kusuma,Istri,Perempuan,Surabaya,19/05/1965,59,Islam,Kawin,Tidak Bersekolah Lagi,SMA / SMK / MA,Bekerja,Karyawan Swasta,6900000,BPJS Non-PBI / Mandiri,Tidak,Jawa Timur,Kota Surabaya,Gubeng,Airlangga,"Jl. Diponegoro No. 26, RT 014/RW 002",Milik Sendiri,200,Sumur Bor / Pompa,PLN 1300 VA,Jamban Sendiri
132,3578010106241041,3578015502030094,Tari Setiawan,Anak,Perempuan,Surabaya,15/02/2003,21,Islam,Belum Kawin,Tidak Bersekolah Lagi,Diploma (D1-D3),Bekerja,Karyawan Swasta,10700000,BPJS PBI (Bantuan Pemerintah),Tidak,Jawa Timur,Kota Surabaya,Gubeng,Airlangga,"Jl. Diponegoro No. 26, RT 014/RW 002",Milik Sendiri,200,Sumur Bor / Pompa,PLN 1300 VA,Jamban Sendiri
133,3578010106241041,3578015705040031,Ni Wayan Setiawan,Anak,Perempuan,Surabaya,17/05/2004,20,Islam,Belum Kawin,Masih Sekolah,Diploma (D1-D3),Sekolah,Pelajar / Mahasiswa,0,BPJS PBI (Bantuan Pemerintah),Tidak,Jawa Timur,Kota Surabaya,Gubeng,Airlangga,"Jl. Diponegoro No. 26, RT 014/RW 002",Milik Sendiri,200,Sumur Bor / Pompa,PLN 1300 VA,Jamban Sendiri
134,3578010106241041,3578017012020013,Ni Made Setiawan,Anak,Perempuan,Surabaya,30/12/2002,21,Islam,Belum Kawin,Tidak Bersekolah Lagi,SMA / SMK / MA,Bekerja,Pengemudi Ojek Online / Transportasi,5100000,Tidak Memiliki,Tidak,Jawa Timur,Kota Surabaya,Gubeng,Airlangga,"Jl. Diponegoro No. 26, RT 014/RW 002",Milik Sendiri,200,Sumur Bor / Pompa,PLN 1300 VA,Jamban Sendiri
135,3201010106241042,3201014808840094,Yuni Gunawan,Kepala Keluarga,Perempuan,Bogor,08/08/1984,39,Islam,Kawin,Tidak Bersekolah Lagi,SMP / Sederajat,Bekerja,Karyawan Swasta,5250000,BPJS Non-PBI / Mandiri,Tidak,Jawa Barat,Kab. Bogor,Cibinong,Pabuaran,"Jl. Garuda No. 93, RT 014/RW 006",Milik Sendiri,54,Sumur Bor / Pompa,PLN 900 VA,Jamban Sendiri
136,3201010106241042,3201010805900025,Untung Subagyo,Suami,Laki-laki,Bogor,08/05/1990,34,Islam,Kawin,Tidak Bersekolah Lagi,SMP / Sederajat,Bekerja,Karyawan Swasta,11000000,BPJS Non-PBI / Mandiri,Tidak,Jawa Barat,Kab. Bogor,Cibinong,Pabuaran,"Jl. Garuda No. 93, RT 014/RW 006",Milik Sendiri,54,Sumur Bor / Pompa,PLN 900 VA,Jamban Sendiri
137,3201010106241042,3201014109130036,Siti Gunawan,Anak,Perempuan,Bogor,01/09/2013,10,Islam,Belum Kawin,Masih Sekolah,SD / Sederajat,Tidak Bekerja,Belum / Tidak Bekerja,0,BPJS Non-PBI / Mandiri,Tidak,Jawa Barat,Kab. Bogor,Cibinong,Pabuaran,"Jl. Garuda No. 93, RT 014/RW 006",Milik Sendiri,54,Sumur Bor / Pompa,PLN 900 VA,Jamban Sendiri
138,3201010106241042,3201012603100079,Surya Gunawan,Anak,Laki-laki,Bogor,26/03/2010,14,Islam,Belum Kawin,Masih Sekolah,SMP / Sederajat,Tidak Bekerja,Belum / Tidak Bekerja,0,Tidak Memiliki,Tidak,Jawa Barat,Kab. Bogor,Cibinong,Pabuaran,"Jl. Garuda No. 93, RT 014/RW 006",Milik Sendiri,54,Sumur Bor / Pompa,PLN 900 VA,Jamban Sendiri
139,5171010106241043,5171012303660077,Agus Firmansyah,Kepala Keluarga,Laki-laki,Denpasar,23/03/1966,58,Islam,Kawin,Tidak Bersekolah Lagi,SMA / SMK / MA,Bekerja,Teknisi / Pengrajin,4950000,BPJS Non-PBI / Mandiri,Tidak,Bali,Kota Denpasar,Denpasar Selatan,Sanur Kaja,"Jl. Anggrek No. 47, RT 006/RW 006",Sewa / Kontrak,60,Sumur Bor / Pompa,PLN 450 VA,Jamban Sendiri
140,5171010106241043,5171016112610075,Gita Gunawan,Istri,Perempuan,Denpasar,21/12/1961,62,Islam,Kawin,Tidak Bersekolah Lagi,SMA / SMK / MA,Bekerja,Petani / Pekebun,3400000,BPJS PBI (Bantuan Pemerintah),Tidak,Bali,Kota Denpasar,Denpasar Selatan,Sanur Kaja,"Jl. Anggrek No. 47, RT 006/RW 006",Sewa / Kontrak,60,Sumur Bor / Pompa,PLN 450 VA,Jamban Sendiri
141,5171010106241043,5171015212040088,Ni Luh Firmansyah,Anak,Perempuan,Denpasar,12/12/2004,19,Islam,Belum Kawin,Masih Sekolah,SMA / SMK / MA,Sekolah,Pelajar / Mahasiswa,0,BPJS Non-PBI / Mandiri,Tidak,Bali,Kota Denpasar,Denpasar Selatan,Sanur Kaja,"Jl. Anggrek No. 47, RT 006/RW 006",Sewa / Kontrak,60,Sumur Bor / Pompa,PLN 450 VA,Jamban Sendiri
142,5171010106241043,5171015808000025,Tia Firmansyah,Anak,Perempuan,Denpasar,18/08/2000,23,Islam,Kawin,Tidak Bersekolah Lagi,SMA / SMK / MA,Bekerja,Karyawan Swasta,7050000,BPJS PBI (Bantuan Pemerintah),Tidak,Bali,Kota Denpasar,Denpasar Selatan,Sanur Kaja,"Jl. Anggrek No. 47, RT 006/RW 006",Sewa / Kontrak,60,Sumur Bor / Pompa,PLN 450 VA,Jamban Sendiri
143,5171010106241043,5171011512110065,Imam Firmansyah,Anak,Laki-laki,Denpasar,15/12/2011,12,Islam,Belum Kawin,Masih Sekolah,SD / Sederajat,Tidak Bekerja,Belum / Tidak Bekerja,0,Asuransi Swasta,Tidak,Bali,Kota Denpasar,Denpasar Selatan,Sanur Kaja,"Jl. Anggrek No. 47, RT 006/RW 006",Sewa / Kontrak,60,Sumur Bor / Pompa,PLN 450 VA,Jamban Sendiri
144,5171010106241043,5171016712040095,Nur Firmansyah,Anak,Perempuan,Denpasar,27/12/2004,19,Islam,Belum Kawin,Masih Sekolah,Sarjana (S1/D4),Sekolah,Pelajar / Mahasiswa,0,BPJS Non-PBI / Mandiri,Tidak,Bali,Kota Denpasar,Denpasar Selatan,Sanur Kaja,"Jl. Anggrek No. 47, RT 006/RW 006",Sewa / Kontrak,60,Sumur Bor / Pompa,PLN 450 VA,Jamban Sendiri
145,6471010106241044,6471011101830091,Rizal Sinaga,Kepala Keluarga,Laki-laki,Balikpapan,11/01/1983,41,Kristen Protestan,Kawin,Tidak Bersekolah Lagi,SMP / Sederajat,Bekerja,Petani / Pekebun,2450000,BPJS Non-PBI / Mandiri,Tidak,Kalimantan Timur,Kota Balikpapan,Balikpapan Kota,Klandasan Ulu,"Jl. Anggrek No. 49, RT 006/RW 008",Milik Sendiri,54,Sumur Bor / Pompa,PLN 1300 VA,Jamban Sendiri
146,6471010106241044,6471014702840093,Tia Tanjung,Istri,Perempuan,Balikpapan,07/02/1984,40,Kristen Protestan,Kawin,Tidak Bersekolah Lagi,SMP / Sederajat,Mengurus Rumah Tangga,Mengurus Rumah Tangga,0,BPJS PBI (Bantuan Pemerintah),Tidak,Kalimantan Timur,Kota Balikpapan,Balikpapan Kota,Klandasan Ulu,"Jl. Anggrek No. 49, RT 006/RW 008",Milik Sendiri,54,Sumur Bor / Pompa,PLN 1300 VA,Jamban Sendiri
147,5171010106241045,5171010804900084,Rahmat Batubara,Kepala Keluarga,Laki-laki,Denpasar,08/04/1990,34,Islam,Kawin,Tidak Bersekolah Lagi,Sarjana (S1/D4),Bekerja,Guru / Dosen,7800000,BPJS Non-PBI / Mandiri,Tidak,Bali,Kota Denpasar,Denpasar Selatan,Sanur Kaja,"Jl. Melati No. 38, RT 014/RW 006",Milik Sendiri,45,Sumur Bor / Pompa,PLN 900 VA,Jamban Sendiri
148,5171010106241045,5171017101860037,Mega Pratama,Istri,Perempuan,Denpasar,31/01/1986,38,Islam,Kawin,Tidak Bersekolah Lagi,SMP / Sederajat,Bekerja,Tenaga Kesehatan (Dokter/Perawat),6500000,BPJS PBI (Bantuan Pemerintah),Tidak,Bali,Kota Denpasar,Denpasar Selatan,Sanur Kaja,"Jl. Melati No. 38, RT 014/RW 006",Milik Sendiri,45,Sumur Bor / Pompa,PLN 900 VA,Jamban Sendiri
149,5171010106241045,5171010302130095,Eko Batubara,Anak,Laki-laki,Denpasar,03/02/2013,11,Islam,Belum Kawin,Masih Sekolah,SD / Sederajat,Tidak Bekerja,Belum / Tidak Bekerja,0,Asuransi Swasta,Tidak,Bali,Kota Denpasar,Denpasar Selatan,Sanur Kaja,"Jl. Melati No. 38, RT 014/RW 006",Milik Sendiri,45,Sumur Bor / Pompa,PLN 900 VA,Jamban Sendiri
150,5171010106241045,5171011512160023,Made Batubara,Anak,Laki-laki,Denpasar,15/12/2016,7,Islam,Belum Kawin,Masih Sekolah,SD / Sederajat,Tidak Bekerja,Belum / Tidak Bekerja,0,BPJS Non-PBI / Mandiri,Tidak,Bali,Kota Denpasar,Denpasar Selatan,Sanur Kaja,"Jl. Melati No. 38, RT 014/RW 006",Milik Sendiri,45,Sumur Bor / Pompa,PLN 900 VA,Jamban Sendiri
151,5171010106241045,5171013005680005,Rizal Lestari,Orang Tua / Mertua,Laki-laki,Denpasar,30/05/1968,56,Islam,Cerai Mati,Tidak Bersekolah Lagi,Magister (S2),Bekerja,Karyawan Swasta,12800000,BPJS Non-PBI / Mandiri,Tidak,Bali,Kota Denpasar,Denpasar Selatan,Sanur Kaja,"Jl. Melati No. 38, RT 014/RW 006",Milik Sendiri,45,Sumur Bor / Pompa,PLN 900 VA,Jamban Sendiri
152,3578010106241046,3578010604860052,Bambang Wibowo,Kepala Keluarga,Laki-laki,Surabaya,06/04/1986,38,Islam,Kawin,Tidak Bersekolah Lagi,SMA / SMK / MA,Bekerja,Karyawan Swasta,6850000,Asuransi Swasta,Tidak,Jawa Timur,Kota Surabaya,Gubeng,Airlangga,"Jl. Merdeka No. 39, RT 015/RW 001",Milik Sendiri,45,PAM / Ledeng,PLN 900 VA,Jamban Sendiri
153,3578010106241046,3578015110880001,Nita Utomo,Istri,Perempuan,Surabaya,11/10/1988,35,Islam,Kawin,Tidak Bersekolah Lagi,SMP / Sederajat,Mengurus Rumah Tangga,Mengurus Rumah Tangga,0,Tidak Memiliki,Tidak,Jawa Timur,Kota Surabaya,Gubeng,Airlangga,"Jl. Merdeka No. 39, RT 015/RW 001",Milik Sendiri,45,PAM / Ledeng,PLN 900 VA,Jamban Sendiri
154,3578010106241046,3578015608130039,Indah Wibowo,Anak,Perempuan,Surabaya,16/08/2013,10,Islam,Belum Kawin,Masih Sekolah,SD / Sederajat,Tidak Bekerja,Belum / Tidak Bekerja,0,BPJS Non-PBI / Mandiri,Tidak,Jawa Timur,Kota Surabaya,Gubeng,Airlangga,"Jl. Merdeka No. 39, RT 015/RW 001",Milik Sendiri,45,PAM / Ledeng,PLN 900 VA,Jamban Sendiri
155,3578010106241046,3578012710590034,Ketut Koto,Orang Tua / Mertua,Laki-laki,Surabaya,27/10/1959,64,Islam,Kawin,Tidak Bersekolah Lagi,SMA / SMK / MA,Bekerja,Petani / Pekebun,1950000,BPJS Non-PBI / Mandiri,Tidak,Jawa Timur,Kota Surabaya,Gubeng,Airlangga,"Jl. Merdeka No. 39, RT 015/RW 001",Milik Sendiri,45,PAM / Ledeng,PLN 900 VA,Jamban Sendiri
156,3201010106241047,3201013108670074,Oki Tarigan,Kepala Keluarga,Laki-laki,Bogor,31/08/1967,56,Islam,Kawin,Tidak Bersekolah Lagi,SMA / SMK / MA,Bekerja,Karyawan Swasta,13250000,BPJS Non-PBI / Mandiri,Tidak,Jawa Barat,Kab. Bogor,Cibinong,Pabuaran,"Jl. Diponegoro No. 89, RT 007/RW 009",Milik Sendiri,72,PAM / Ledeng,PLN 2200 VA+,Jamban Sendiri
157,3201010106241047,3201016204700092,Andi Tenri Handayani,Istri,Perempuan,Bogor,22/04/1970,54,Islam,Kawin,Tidak Bersekolah Lagi,SMA / SMK / MA,Mengurus Rumah Tangga,Mengurus Rumah Tangga,0,BPJS Non-PBI / Mandiri,Tidak,Jawa Barat,Kab. Bogor,Cibinong,Pabuaran,"Jl. Diponegoro No. 89, RT 007/RW 009",Milik Sendiri,72,PAM / Ledeng,PLN 2200 VA+,Jamban Sendiri
158,3201010106241047,3201015808200059,Dian Tarigan,Anak,Perempuan,Bogor,18/08/2020,3,Islam,Belum Kawin,Belum Pernah Sekolah,Tidak / Belum Sekolah,Tidak Bekerja,Belum / Tidak Bekerja,0,BPJS PBI (Bantuan Pemerintah),Tidak,Jawa Barat,Kab. Bogor,Cibinong,Pabuaran,"Jl. Diponegoro No. 89, RT 007/RW 009",Milik Sendiri,72,PAM / Ledeng,PLN 2200 VA+,Jamban Sendiri
159,3201010106241047,3201012608960073,Ketut Tarigan,Anak,Laki-laki,Bogor,26/08/1996,27,Islam,Belum Kawin,Tidak Bersekolah Lagi,SD / Sederajat,Bekerja,Wiraswasta / Pedagang,8150000,BPJS PBI (Bantuan Pemerintah),Tidak,Jawa Barat,Kab. Bogor,Cibinong,Pabuaran,"Jl. Diponegoro No. 89, RT 007/RW 009",Milik Sendiri,72,PAM / Ledeng,PLN 2200 VA+,Jamban Sendiri
160,3174010106241048,3174013010890023,Dedi Firmansyah,Kepala Keluarga,Laki-laki,Jakarta Selatan,30/10/1989,34,Buddha,Kawin,Tidak Bersekolah Lagi,Magister (S2),Bekerja,Karyawan Swasta,6650000,BPJS PBI (Bantuan Pemerintah),Tidak,DKI Jakarta,Kota Jakarta Selatan,Tebet,Tebet Timur,"Jl. Garuda No. 10, RT 012/RW 004",Milik Sendiri,90,Sumur Bor / Pompa,PLN 450 VA,Jamban Sendiri
161,3174010106241048,3174015610880001,Ayu Wardhana,Istri,Perempuan,Jakarta Selatan,16/10/1988,35,Buddha,Kawin,Tidak Bersekolah Lagi,SMA / SMK / MA,Bekerja,Wiraswasta / Pedagang,10100000,BPJS Non-PBI / Mandiri,Tidak,DKI Jakarta,Kota Jakarta Selatan,Tebet,Tebet Timur,"Jl. Garuda No. 10, RT 012/RW 004",Milik Sendiri,90,Sumur Bor / Pompa,PLN 450 VA,Jamban Sendiri
162,3174010106241048,3174010612120032,Imam Firmansyah,Anak,Laki-laki,Jakarta Selatan,06/12/2012,11,Buddha,Belum Kawin,Masih Sekolah,SD / Sederajat,Tidak Bekerja,Belum / Tidak Bekerja,0,BPJS PBI (Bantuan Pemerintah),Tidak,DKI Jakarta,Kota Jakarta Selatan,Tebet,Tebet Timur,"Jl. Garuda No. 10, RT 012/RW 004",Milik Sendiri,90,Sumur Bor / Pompa,PLN 450 VA,Jamban Sendiri
163,3374010106241049,3374010302700039,Andi Pratama,Kepala Keluarga,Laki-laki,Semarang,03/02/1970,54,Islam,Kawin,Tidak Bersekolah Lagi,Sarjana (S1/D4),Bekerja,Karyawan BUMN,13250000,BPJS PBI (Bantuan Pemerintah),Tidak,Jawa Tengah,Kota Semarang,Banyumanik,Srondol Kulon,"Jl. Merdeka No. 104, RT 015/RW 002",Milik Sendiri,36,PAM / Ledeng,PLN 1300 VA,Jamban Sendiri
164,3374010106241049,3374014405720008,Endah Tanjung,Istri,Perempuan,Semarang,04/05/1972,52,Islam,Kawin,Tidak Bersekolah Lagi,SMA / SMK / MA,Bekerja,Petani / Pekebun,2150000,BPJS PBI (Bantuan Pemerintah),Tidak,Jawa Tengah,Kota Semarang,Banyumanik,Srondol Kulon,"Jl. Merdeka No. 104, RT 015/RW 002",Milik Sendiri,36,PAM / Ledeng,PLN 1300 VA,Jamban Sendiri
165,3374010106241049,3374016012040064,Mega Pratama,Anak,Perempuan,Semarang,20/12/2004,19,Islam,Belum Kawin,Tidak Bersekolah Lagi,SMA / SMK / MA,Bekerja,Pengemudi Ojek Online / Transportasi,5300000,BPJS Non-PBI / Mandiri,Tidak,Jawa Tengah,Kota Semarang,Banyumanik,Srondol Kulon,"Jl. Merdeka No. 104, RT 015/RW 002",Milik Sendiri,36,PAM / Ledeng,PLN 1300 VA,Jamban Sendiri
166,5171010106241050,5171014409620069,Endah Pratama,Kepala Keluarga,Perempuan,Denpasar,04/09/1962,61,Islam,Kawin,Tidak Bersekolah Lagi,SMA / SMK / MA,Bekerja,Karyawan Swasta,9000000,BPJS Non-PBI / Mandiri,Tidak,Bali,Kota Denpasar,Denpasar Selatan,Sanur Kaja,"Jl. Diponegoro No. 49, RT 007/RW 003",Milik Sendiri,200,Sumur Terlindung,PLN 900 VA,Jamban Sendiri
167,5171010106241050,5171012901620006,Surya Nasution,Suami,Laki-laki,Denpasar,29/01/1962,62,Islam,Kawin,Tidak Bersekolah Lagi,Sarjana (S1/D4),Bekerja,Karyawan Swasta,13900000,BPJS PBI (Bantuan Pemerintah),Tidak,Bali,Kota Denpasar,Denpasar Selatan,Sanur Kaja,"Jl. Diponegoro No. 49, RT 007/RW 003",Milik Sendiri,200,Sumur Terlindung,PLN 900 VA,Jamban Sendiri
168,5171010106241050,5171011510930043,Dedi Pratama,Anak,Laki-laki,Denpasar,15/10/1993,30,Islam,Belum Kawin,Tidak Bersekolah Lagi,SMP / Sederajat,Bekerja,Tenaga Kesehatan (Dokter/Perawat),8550000,Tidak Memiliki,Tidak,Bali,Kota Denpasar,Denpasar Selatan,Sanur Kaja,"Jl. Diponegoro No. 49, RT 007/RW 003",Milik Sendiri,200,Sumur Terlindung,PLN 900 VA,Jamban Sendiri
169,3273010106241051,3273010710660003,Hendra Ginting,Kepala Keluarga,Laki-laki,Bandung,07/10/1966,57,Islam,Kawin,Tidak Bersekolah Lagi,SMP / Sederajat,Bekerja,Pengemudi Ojek Online / Transportasi,4950000,BPJS PBI (Bantuan Pemerintah),Tidak,Jawa Barat,Kota Bandung,Coblong,Dago,"Jl. Sudirman No. 90, RT 012/RW 008",Milik Sendiri,60,PAM / Ledeng,PLN 900 VA,Jamban Sendiri
170,3273010106241051,3273016112640026,Kartika Tarigan,Istri,Perempuan,Bandung,21/12/1964,59,Islam,Kawin,Tidak Bersekolah Lagi,SMP / Sederajat,Mengurus Rumah Tangga,Mengurus Rumah Tangga,0,BPJS Non-PBI / Mandiri,Tidak,Jawa Barat,Kota Bandung,Coblong,Dago,"Jl. Sudirman No. 90, RT 012/RW 008",Milik Sendiri,60,PAM / Ledeng,PLN 900 VA,Jamban Sendiri
171,3273010106241051,3273010902050084,Kurniawan Ginting,Anak,Laki-laki,Bandung,09/02/2005,19,Islam,Belum Kawin,Tidak Bersekolah Lagi,Sarjana (S1/D4),Bekerja,Karyawan Swasta,12700000,BPJS Non-PBI / Mandiri,Tidak,Jawa Barat,Kota Bandung,Coblong,Dago,"Jl. Sudirman No. 90, RT 012/RW 008",Milik Sendiri,60,PAM / Ledeng,PLN 900 VA,Jamban Sendiri
172,7371010106241052,7371010805560018,Ahmad Kusuma,Kepala Keluarga,Laki-laki,Makassar,08/05/1956,68,Islam,Cerai Hidup,Tidak Bersekolah Lagi,Diploma (D1-D3),Pensiunan / Tidak Bekerja,Pensiunan,1500000,BPJS Non-PBI / Mandiri,Tidak,Sulawesi Selatan,Kota Makassar,Panakkukang,Pannampu,"Jl. Gatot Subroto No. 22, RT 008/RW 003",Milik Sendiri,200,Mata Air,PLN 1300 VA,Jamban Sendiri
173,1271010106241053,1271012510540011,Muhammad Tanjung,Kepala Keluarga,Laki-laki,Medan,25/10/1954,69,Islam,Kawin,Tidak Bersekolah Lagi,SMP / Sederajat,Pensiunan / Tidak Bekerja,Pensiunan,1500000,BPJS PBI (Bantuan Pemerintah),Tunanetra,Sumatera Utara,Kota Medan,Medan Baru,Padang Bulan,"Jl. Garuda No. 117, RT 001/RW 010",Milik Sendiri,150,Sumur Bor / Pompa,PLN 900 VA,Jamban Sendiri
174,1271010106241053,1271015404590011,Andi Tenri Setiawan,Istri,Perempuan,Medan,14/04/1959,65,Islam,Kawin,Tidak Bersekolah Lagi,SMA / SMK / MA,Bekerja,Petani / Pekebun,3200000,BPJS Non-PBI / Mandiri,Tidak,Sumatera Utara,Kota Medan,Medan Baru,Padang Bulan,"Jl. Garuda No. 117, RT 001/RW 010",Milik Sendiri,150,Sumur Bor / Pompa,PLN 900 VA,Jamban Sendiri
